STA_CODE,STATE_CODE,SUB_CODE_7,SUB_NAME_7,REG_CODE_7,REG_NAME_7,CMZ_ID,CM_ZONE
QLD,5,DRP03,Castlereagh-Barwon,DRP,Darling Riverine Plains,7,Eastern Australia Woodlands
QLD,5,EIU01,Georgetown-Croydon,EIU,Einasleigh Uplands,12,North Australian Tropical Savanna Woodlands
QLD,5,EIU02,Kidston,EIU,Einasleigh Uplands,12,North Australian Tropical Savanna Woodlands
QLD,5,EIU03,Hodgkinson Basin,EIU,Einasleigh Uplands,12,North Australian Tropical Savanna Woodlands
QLD,5,EIU04,Broken River,EIU,Einasleigh Uplands,12,North Australian Tropical Savanna Woodlands
QLD,5,EIU05,Undara-Toomba Basalts,EIU,Einasleigh Uplands,12,North Australian Tropical Savanna Woodlands
QLD,5,EIU06,Herberton-Wairuna,EIU,Einasleigh Uplands,12,North Australian Tropical Savanna Woodlands
QLD,5,GFU01,McArthur,GFU,Gulf Fall and Uplands,12,North Australian Tropical Savanna Woodlands
QLD,5,GUP01,Karumba Plains,GUP,Gulf Plains,12,North Australian Tropical Savanna Woodlands
QLD,5,GUP02,Armraynald Plains,GUP,Gulf Plains,12,North Australian Tropical Savanna Woodlands
QLD,5,GUP03,Woondoola Plains,GUP,Gulf Plains,12,North Australian Tropical Savanna Woodlands
QLD,5,GUP04,Mitchell-Gilbert Fans,GUP,Gulf Plains,12,North Australian Tropical Savanna Woodlands
QLD,5,GUP05,Claraville Plains,GUP,Gulf Plains,12,North Australian Tropical Savanna Woodlands
QLD,5,GUP06,Holroyd Plain-Red Plateau,GUP,Gulf Plains,12,North Australian Tropical Savanna Woodlands
QLD,5,GUP07,Doomadgee Plains,GUP,Gulf Plains,12,North Australian Tropical Savanna Woodlands
QLD,5,GUP08,Donors Plateau,GUP,Gulf Plains,12,North Australian Tropical Savanna Woodlands
QLD,5,GUP09,Gilberton Plateau,GUP,Gulf Plains,12,North Australian Tropical Savanna Woodlands
QLD,5,GUP10,Wellesley Islands,GUP,Gulf Plains,12,North Australian Tropical Savanna Woodlands
QLD,5,MGD02,Barkly Tableland,MGD,Mitchell Grass Downs,9,Mitchell Grasslands
QLD,5,MGD03,Georgina Limestone,MGD,Mitchell Grass Downs,9,Mitchell Grasslands
QLD,5,MGD04,Southwestern Downs,MGD,Mitchell Grass Downs,9,Mitchell Grasslands
QLD,5,MGD05,Kynuna Plateau,MGD,Mitchell Grass Downs,9,Mitchell Grasslands
QLD,5,MGD06,Northern Downs,MGD,Mitchell Grass Downs,9,Mitchell Grasslands
QLD,5,MGD07,Central Downs,MGD,Mitchell Grass Downs,9,Mitchell Grasslands
QLD,5,MGD08,Southern Wooded Downs,MGD,Mitchell Grass Downs,9,Mitchell Grasslands
QLD,5,MII01,Southwestern Plateaus and Floodouts,MII,Mount Isa Inlier,9,Mitchell Grasslands
QLD,5,MII02,Thorntonia,MII,Mount Isa Inlier,9,Mitchell Grasslands
QLD,5,MII03,Mount Isa,MII,Mount Isa Inlier,9,Mitchell Grasslands
QLD,5,MUL01,West Balonne Plains,MUL,Mulga Lands,7,Eastern Australia Woodlands
QLD,5,MUL02,Eastern Mulga Plains,MUL,Mulga Lands,7,Eastern Australia Woodlands
QLD,5,MUL03,Nebine Plains,MUL,Mulga Lands,5,Eastern Australia Mulga Shrublands
QLD,5,MUL04,North Eastern Plains,MUL,Mulga Lands,7,Eastern Australia Woodlands
QLD,5,MUL05,Warrego Plains,MUL,Mulga Lands,5,Eastern Australia Mulga Shrublands
QLD,5,MUL06,Langlo Plains,MUL,Mulga Lands,5,Eastern Australia Mulga Shrublands
QLD,5,MUL07,Cuttaburra-Paroo,MUL,Mulga Lands,5,Eastern Australia Mulga Shrublands
QLD,5,MUL08,West Warrego,MUL,Mulga Lands,5,Eastern Australia Mulga Shrublands
QLD,5,MUL09,Northern Uplands,MUL,Mulga Lands,5,Eastern Australia Mulga Shrublands
QLD,5,MUL10,West Bulloo,MUL,Mulga Lands,5,Eastern Australia Mulga Shrublands
QLD,5,MUL11,Urisino Sandplains,MUL,Mulga Lands,5,Eastern Australia Mulga Shrublands
QLD,5,NAN01,Nandewar Northern Complex,NAN,Nandewar,6,Eastern Australia Temperate and Subtropical forests
QLD,5,NET12,Tenterfield Plateau,NET,New England Tablelands,6,Eastern Australia Temperate and Subtropical forests
QLD,5,NET15,Stanthorpe Plateau,NET,New England Tablelands,6,Eastern Australia Temperate and Subtropical forests
QLD,5,SEQ01,Burnett-Curtis Hills and Ranges,SEQ,South Eastern Queensland,8,Eastern Australia Tropical Rainforests
QLD,5,SEQ02,Moreton Basin,SEQ,South Eastern Queensland,6,Eastern Australia Temperate and Subtropical forests
QLD,5,SEQ03,Burringbar-Conondale Ranges,SEQ,South Eastern Queensland,6,Eastern Australia Temperate and Subtropical forests
QLD,5,SEQ04,Sunshine Coast-Gold Coast Lowlands,SEQ,South Eastern Queensland,8,Eastern Australia Tropical Rainforests
QLD,5,SEQ05,Brisbane-Barambah Volcanics,SEQ,South Eastern Queensland,6,Eastern Australia Temperate and Subtropical forests
QLD,5,SEQ06,South Burnett,SEQ,South Eastern Queensland,6,Eastern Australia Temperate and Subtropical forests
QLD,5,SEQ07,Gympie Block,SEQ,South Eastern Queensland,8,Eastern Australia Tropical Rainforests
QLD,5,SEQ08,Burnett-Curtis Coastal Lowlands,SEQ,South Eastern Queensland,8,Eastern Australia Tropical Rainforests
QLD,5,SEQ09,Great Sandy,SEQ,South Eastern Queensland,8,Eastern Australia Tropical Rainforests
QLD,5,SEQ10,Scenic Rim,SEQ,South Eastern Queensland,6,Eastern Australia Temperate and Subtropical forests
QLD,5,SEQ11,Woodenbong,SEQ,South Eastern Queensland,6,Eastern Australia Temperate and Subtropical forests
QLD,5,SEQ14,Southern Great Barrier Reef,SEQ,South Eastern Queensland,8,Eastern Australia Tropical Rainforests
QLD,5,SSD02,Simpson Desert,SSD,Simpson Strzelecki Dunefields,1,Arid Shrublands and Desert
QLD,5,SSD03,Dieri,SSD,Simpson Strzelecki Dunefields,1,Arid Shrublands and Desert
QLD,5,SSD05,Strzelecki Desert,SSD,Simpson Strzelecki Dunefields,1,Arid Shrublands and Desert
QLD,5,WET01,Herbert,WET,Wet Tropics,13,North Eastern Australia Tropical Rainforests
QLD,5,WET02,Tully,WET,Wet Tropics,13,North Eastern Australia Tropical Rainforests
QLD,5,WET03,Innisfail,WET,Wet Tropics,13,North Eastern Australia Tropical Rainforests
QLD,5,WET04,Atherton,WET,Wet Tropics,13,North Eastern Australia Tropical Rainforests
QLD,5,WET05,Paluma-Seaview,WET,Wet Tropics,13,North Eastern Australia Tropical Rainforests
QLD,5,WET06,Kirrama-Hinchinbrook,WET,Wet Tropics,13,North Eastern Australia Tropical Rainforests
QLD,5,WET07,Bellenden Ker-Lamb,WET,Wet Tropics,13,North Eastern Australia Tropical Rainforests
QLD,5,WET08,Macalister,WET,Wet Tropics,13,North Eastern Australia Tropical Rainforests
QLD,5,WET09,Daintree-Bloomfield,WET,Wet Tropics,13,North Eastern Australia Tropical Rainforests
SA,6,BHC01,Barrier Range,BHC,Broken Hill Complex,1,Arid Shrublands and Desert
SA,6,BHC04,Barrier Range Outwash,BHC,Broken Hill Complex,1,Arid Shrublands and Desert
SA,6,BHC05,Bimbowrie,BHC,Broken Hill Complex,1,Arid Shrublands and Desert
SA,6,BHC06,Curnamona,BHC,Broken Hill Complex,1,Arid Shrublands and Desert
SA,6,CER01,Mann-Musgrave Block,CER,Central Ranges,1,Arid Shrublands and Desert
SA,6,CER02,Watarru,CER,Central Ranges,1,Arid Shrublands and Desert
SA,6,CER03,Everard Block,CER,Central Ranges,1,Arid Shrublands and Desert
SA,6,CHC02,Sturt Stony Desert,CHC,Channel Country,1,Arid Shrublands and Desert
SA,6,CHC04,Diamantina-Eyre,CHC,Channel Country,1,Arid Shrublands and Desert
SA,6,CHC05,Cooper-Diamantina Plains,CHC,Channel Country,1,Arid Shrublands and Desert
SA,6,CHC06,Coongie,CHC,Channel Country,1,Arid Shrublands and Desert
SA,6,CHC07,Lake Pure,CHC,Channel Country,1,Arid Shrublands and Desert
SA,6,EYB01,Southern Yorke,EYB,Eyre Yorke Block,14,South Eastern Australia Mallee Woodlands
SA,6,EYB02,St Vincent,EYB,Eyre Yorke Block,14,South Eastern Australia Mallee Woodlands
SA,6,EYB03,Eyre Hills,EYB,Eyre Yorke Block,14,South Eastern Australia Mallee Woodlands
SA,6,EYB04,Talia,EYB,Eyre Yorke Block,14,South Eastern Australia Mallee Woodlands
SA,6,EYB05,Eyre Mallee,EYB,Eyre Yorke Block,14,South Eastern Australia Mallee Woodlands
SA,6,FIN03,Tieyon,FIN,Finke,1,Arid Shrublands and Desert
SA,6,FIN04,Pedirka,FIN,Finke,1,Arid Shrublands and Desert
SA,6,FLB01,Mount Lofty Ranges,FLB,Flinders Lofty Block,10,South Australian Eucalypt Woodlands
SA,6,FLB02,Broughton,FLB,Flinders Lofty Block,14,South Eastern Australia Mallee Woodlands
SA,6,FLB03,Olary Spur,FLB,Flinders Lofty Block,14,South Eastern Australia Mallee Woodlands
SA,6,FLB04,Southern Flinders,FLB,Flinders Lofty Block,14,South Eastern Australia Mallee Woodlands
SA,6,FLB05,Northern Flinders,FLB,Flinders Lofty Block,14,South Eastern Australia Mallee Woodlands
SA,6,FLB06,Central Flinders,FLB,Flinders Lofty Block,14,South Eastern Australia Mallee Woodlands
SA,6,GAW01,Myall Plains,GAW,Gawler,1,Arid Shrublands and Desert
SA,6,GAW02,Gawler Volcanics,GAW,Gawler,1,Arid Shrublands and Desert
SA,6,GAW03,Gawler Lakes,GAW,Gawler,1,Arid Shrublands and Desert
SA,6,GAW04,Arcoona Plateau,GAW,Gawler,1,Arid Shrublands and Desert
SA,6,GAW05,Kingoonya,GAW,Gawler,1,Arid Shrublands and Desert
SA,6,GAW06,Torrens,GAW,Gawler,1,Arid Shrublands and Desert
SA,6,GAW07,Roxby,GAW,Gawler,1,Arid Shrublands and Desert
SA,6,GAW08,Commonwealth Hill,GAW,Gawler,1,Arid Shrublands and Desert
SA,6,GVD03,Maralinga,GVD,Great Victoria Desert,1,Arid Shrublands and Desert
SA,6,GVD04,Kintore,GVD,Great Victoria Desert,1,Arid Shrublands and Desert
SA,6,GVD05,Tallaringa,GVD,Great Victoria Desert,1,Arid Shrublands and Desert
SA,6,GVD06,Yellabinna,GVD,Great Victoria Desert,1,Arid Shrublands and Desert
SA,6,HAM01,Hampton,HAM,Hampton,1,Arid Shrublands and Desert
SA,6,KAN01,Kangaroo Island,KAN,Kanmantoo,10,South Australian Eucalypt Woodlands
SA,6,KAN02,Fleurieu,KAN,Kanmantoo,10,South Australian Eucalypt Woodlands
SA,6,MDD01,South Olary Plain,MDD,Murray Darling Depression,14,South Eastern Australia Mallee Woodlands
SA,6,MDD02,Murray Mallee,MDD,Murray Darling Depression,14,South Eastern Australia Mallee Woodlands
SA,6,MDD03,Murray Lakes and Coorong,MDD,Murray Darling Depression,11,Naracoorte Woodlands
SA,6,MDD04,Lowan Mallee,MDD,Murray Darling Depression,14,South Eastern Australia Mallee Woodlands
SA,6,MDD05,Wimmera,MDD,Murray Darling Depression,11,Naracoorte Woodlands
SA,6,MDD07,Braemer,MDD,Murray Darling Depression,14,South Eastern Australia Mallee Woodlands
SA,6,NCP01,Bridgewater,NCP,Naracoorte Coastal Plain,11,Naracoorte Woodlands
SA,6,NCP02,Glenelg Plain,NCP,Naracoorte Coastal Plain,11,Naracoorte Woodlands
SA,6,NCP03,Lucindale,NCP,Naracoorte Coastal Plain,11,Naracoorte Woodlands
SA,6,NCP04,Tintinara,NCP,Naracoorte Coastal Plain,11,Naracoorte Woodlands
SA,6,NUL01,Carlisle,NUL,Nullarbor,1,Arid Shrublands and Desert
SA,6,NUL02,Nullarbor Plain,NUL,Nullarbor,1,Arid Shrublands and Desert
SA,6,NUL03,Yalata,NUL,Nullarbor,1,Arid Shrublands and Desert
SA,6,RIV06,Murray Scroll Belt,RIV,Riverina,14,South Eastern Australia Mallee Woodlands
SA,6,SSD02,Simpson Desert,SSD,Simpson Strzelecki Dunefields,1,Arid Shrublands and Desert
SA,6,SSD03,Dieri,SSD,Simpson Strzelecki Dunefields,1,Arid Shrublands and Desert
SA,6,SSD04,Warriner,SSD,Simpson Strzelecki Dunefields,1,Arid Shrublands and Desert
SA,6,SSD05,Strzelecki Desert,SSD,Simpson Strzelecki Dunefields,1,Arid Shrublands and Desert
SA,6,STP01,Breakaways,STP,Stony Plains,1,Arid Shrublands and Desert
SA,6,STP02,Oodnadatta,STP,Stony Plains,1,Arid Shrublands and Desert
SA,6,STP03,Murnpeowie,STP,Stony Plains,1,Arid Shrublands and Desert
SA,6,STP04,Peake-Dennison Inlier,STP,Stony Plains,1,Arid Shrublands and Desert
SA,6,STP05,Macumba,STP,Stony Plains,1,Arid Shrublands and Desert
SA,6,STP06,Witjira,STP,Stony Plains,1,Arid Shrublands and Desert
SA,6,STP07,Baltana,STP,Stony Plains,1,Arid Shrublands and Desert
SA,6,SVP02,Mount Gambier,SVP,Southern Volcanic Plain,11,Naracoorte Woodlands
TAS,7,BEL01,Ben Lomond,BEL,Ben Lomond,21,Tasman Temperate Forests
TAS,7,FUR01,Wilsons Promontory,FUR,Furneaux,21,Tasman Temperate Forests
TAS,7,FUR02,Flinders,FUR,Furneaux,21,Tasman Temperate Forests
TAS,7,KIN01,King,KIN,King,21,Tasman Temperate Forests
TAS,7,TCH01,Central Highlands,TCH,Tasmanian Central Highlands,23,Tasmanian Temperate Rainforests and Highland Forests
TAS,7,TNM01,Northern Midlands,TNM,Tasmanian Northern Midlands,21,Tasman Temperate Forests
TAS,7,TNS01,Northern Slopes,TNS,Tasmanian Northern Slopes,21,Tasman Temperate Forests
TAS,7,TSE01,South East,TSE,Tasmanian South East,21,Tasman Temperate Forests
TAS,7,TSR01,Southern Ranges,TSR,Tasmanian Southern Ranges,21,Tasman Temperate Forests
TAS,7,TWE01,West,TWE,Tasmanian West,23,Tasmanian Temperate Rainforests and Highland Forests
VIC,8,AUA01,Snowy Mountains,AUA,Australian Alps,2,Australian Alps Montane Grasslands and Heathlands
VIC,8,AUA02,Victorian Alps,AUA,Australian Alps,2,Australian Alps Montane Grasslands and Heathlands
VIC,8,FUR01,Wilsons Promontory,FUR,Furneaux,21,Tasman Temperate Forests
VIC,8,FUR02,Flinders,FUR,Furneaux,21,Tasman Temperate Forests
VIC,8,MDD02,Murray Mallee,MDD,Murray Darling Depression,14,South Eastern Australia Mallee Woodlands
VIC,8,MDD04,Lowan Mallee,MDD,Murray Darling Depression,14,South Eastern Australia Mallee Woodlands
VIC,8,MDD05,Wimmera,MDD,Murray Darling Depression,11,Naracoorte Woodlands
VIC,8,NCP01,Bridgewater,NCP,Naracoorte Coastal Plain,11,Naracoorte Woodlands
VIC,8,NCP02,Glenelg Plain,NCP,Naracoorte Coastal Plain,11,Naracoorte Woodlands
VIC,8,NSS01,Inland Slopes,NSS,NSW South Western Slopes,15,South Eastern Australia Mixed Temperate Forests Woodlands and Grasslands
VIC,8,RIV03,Murray Fans,RIV,Riverina,16,South Eastern Australia Temperate Woodlands
VIC,8,RIV04,Victorian Riverina,RIV,Riverina,16,South Eastern Australia Temperate Woodlands
VIC,8,RIV05,Robinvale Plains,RIV,Riverina,16,South Eastern Australia Temperate Woodlands
VIC,8,RIV06,Murray Scroll Belt,RIV,Riverina,14,South Eastern Australia Mallee Woodlands
VIC,8,SCP01,Gippsland Plain,SCP,South East Coastal Plain,15,South Eastern Australia Mixed Temperate Forests Woodlands and Grasslands
VIC,8,SCP02,Otway Plain,SCP,South East Coastal Plain,15,South Eastern Australia Mixed Temperate Forests Woodlands and Grasslands
VIC,8,SCP03,Warrnambool Plain,SCP,South East Coastal Plain,15,South Eastern Australia Mixed Temperate Forests Woodlands and Grasslands
VIC,8,SEC01,East Gippsland Lowlands,SEC,South East Corner,15,South Eastern Australia Mixed Temperate Forests Woodlands and Grasslands
VIC,8,SEC02,South East Coastal Ranges,SEC,South East Corner,15,South Eastern Australia Mixed Temperate Forests Woodlands and Grasslands
VIC,8,SEH01,Highlands-Southern Fall,SEH,South Eastern Highlands,15,South Eastern Australia Mixed Temperate Forests Woodlands and Grasslands
VIC,8,SEH02,Highlands-Northern Fall,SEH,South Eastern Highlands,15,South Eastern Australia Mixed Temperate Forests Woodlands and Grasslands
VIC,8,SEH03,Otway Ranges,SEH,South Eastern Highlands,21,Tasman Temperate Forests
VIC,8,SEH04,Strzelecki Ranges,SEH,South Eastern Highlands,15,South Eastern Australia Mixed Temperate Forests Woodlands and Grasslands
VIC,8,SEH15,Kybeyan-Gourock,SEH,South Eastern Highlands,15,South Eastern Australia Mixed Temperate Forests Woodlands and Grasslands
VIC,8,SEH16,Monaro,SEH,South Eastern Highlands,15,South Eastern Australia Mixed Temperate Forests Woodlands and Grasslands
VIC,8,SVP01,Victorian Volcanic Plain,SVP,Southern Volcanic Plain,15,South Eastern Australia Mixed Temperate Forests Woodlands and Grasslands
VIC,8,VIM01,Goldfields,VIM,Victorian Midlands,15,South Eastern Australia Mixed Temperate Forests Woodlands and Grasslands
VIC,8,VIM02,Central Victorian Uplands,VIM,Victorian Midlands,15,South Eastern Australia Mixed Temperate Forests Woodlands and Grasslands
VIC,8,VIM03,Greater Grampians,VIM,Victorian Midlands,15,South Eastern Australia Mixed Temperate Forests Woodlands and Grasslands
VIC,8,VIM04,Dundas Tablelands,VIM,Victorian Midlands,15,South Eastern Australia Mixed Temperate Forests Woodlands and Grasslands
WA,9,AVW01,Merredin,AVW,Avon Wheatbelt,19,South Western Australia Temperate Woodlands
WA,9,AVW02,Katanning,AVW,Avon Wheatbelt,19,South Western Australia Temperate Woodlands
WA,9,CAR01,Cape Range,CAR,Carnarvon,1,Arid Shrublands and Desert
WA,9,CAR02,Wooramel,CAR,Carnarvon,1,Arid Shrublands and Desert
WA,9,CEK01,Pentecost,CEK,Central Kimberley,12,North Australian Tropical Savanna Woodlands
WA,9,CEK02,Hart,CEK,Central Kimberley,12,North Australian Tropical Savanna Woodlands
WA,9,CEK03,Mount Eliza,CEK,Central Kimberley,12,North Australian Tropical Savanna Woodlands
WA,9,CER01,Mann-Musgrave Block,CER,Central Ranges,1,Arid Shrublands and Desert
WA,9,COO01,Mardabilla,COO,Coolgardie,1,Arid Shrublands and Desert
WA,9,COO02,Southern Cross,COO,Coolgardie,1,Arid Shrublands and Desert
WA,9,COO03,Eastern Goldfield,COO,Coolgardie,1,Arid Shrublands and Desert
WA,9,DAL01,Fitzroy Trough,DAL,Dampierland,12,North Australian Tropical Savanna Woodlands
WA,9,DAL02,Pindanland,DAL,Dampierland,12,North Australian Tropical Savanna Woodlands
WA,9,ESP01,Fitzgerald,ESP,Esperance Plains,17,Esperance Coastal Shrublands and Mallee
WA,9,ESP02,Recherche,ESP,Esperance Plains,17,Esperance Coastal Shrublands and Mallee
WA,9,GAS01,Ashburton,GAS,Gascoyne,1,Arid Shrublands and Desert
WA,9,GAS02,Carnegie,GAS,Gascoyne,1,Arid Shrublands and Desert
WA,9,GAS03,Augustus,GAS,Gascoyne,1,Arid Shrublands and Desert
WA,9,GES01,Geraldton Hills,GES,Geraldton Sandplains,22,Western Australian Temperate Sandplain Woodlands
WA,9,GES02,Lesueur Sandplain,GES,Geraldton Sandplains,22,Western Australian Temperate Sandplain Woodlands
WA,9,GID01,Lateritic Plain,GID,Gibson Desert,1,Arid Shrublands and Desert
WA,9,GID02,Dune Field,GID,Gibson Desert,1,Arid Shrublands and Desert
WA,9,GSD01,McLarty,GSD,Great Sandy Desert,1,Arid Shrublands and Desert
WA,9,GSD02,Mackay,GSD,Great Sandy Desert,1,Arid Shrublands and Desert
WA,9,GVD01,Shield,GVD,Great Victoria Desert,1,Arid Shrublands and Desert
WA,9,GVD02,Central,GVD,Great Victoria Desert,1,Arid Shrublands and Desert
WA,9,GVD03,Maralinga,GVD,Great Victoria Desert,1,Arid Shrublands and Desert
WA,9,GVD04,Kintore,GVD,Great Victoria Desert,1,Arid Shrublands and Desert
WA,9,HAM01,Hampton,HAM,Hampton,1,Arid Shrublands and Desert
WA,9,ITI03,Timor Sea Coral Islands,ITI,Indian Tropical Islands,,
WA,9,JAF01,Northern Jarrah Forest,JAF,Jarrah Forest,18,South Western Australia Temperate Forests
WA,9,JAF02,Southern Jarrah Forest,JAF,Jarrah Forest,18,South Western Australia Temperate Forests
WA,9,LSD01,Rudall,LSD,Little Sandy Desert,1,Arid Shrublands and Desert
WA,9,LSD02,Trainor,LSD,Little Sandy Desert,1,Arid Shrublands and Desert
WA,9,MAL01,Eastern Mallee,MAL,Mallee,4,South Western Australia Mallee Woodlands
WA,9,MAL02,Western Mallee,MAL,Mallee,19,South Western Australia Temperate Woodlands
WA,9,MUR01,Eastern Murchison,MUR,Murchison,1,Arid Shrublands and Desert
WA,9,MUR02,Western Murchison,MUR,Murchison,1,Arid Shrublands and Desert
WA,9,NOK01,Mitchell,NOK,Northern Kimberley,12,North Australian Tropical Savanna Woodlands
WA,9,NOK02,Berkeley,NOK,Northern Kimberley,12,North Australian Tropical Savanna Woodlands
WA,9,NUL01,Carlisle,NUL,Nullarbor,1,Arid Shrublands and Desert
WA,9,NUL02,Nullarbor Plain,NUL,Nullarbor,1,Arid Shrublands and Desert
WA,9,OVP01,Purnululu,OVP,Ord Victoria Plain,12,North Australian Tropical Savanna Woodlands
WA,9,OVP02,South Kimberley Interzone,OVP,Ord Victoria Plain,12,North Australian Tropical Savanna Woodlands
WA,9,PIL01,Chichester,PIL,Pilbara,1,Arid Shrublands and Desert
WA,9,PIL02,Fortescue,PIL,Pilbara,1,Arid Shrublands and Desert
WA,9,PIL03,Hamersley,PIL,Pilbara,1,Arid Shrublands and Desert
WA,9,PIL04,Roebourne,PIL,Pilbara,1,Arid Shrublands and Desert
WA,9,SWA01,Dandaragan Plateau,SWA,Swan Coastal Plain,20,Swan Coastal Plain Shrublands and Woodlands
WA,9,SWA02,Perth,SWA,Swan Coastal Plain,20,Swan Coastal Plain Shrublands and Woodlands
WA,9,TAN01,Tanami Desert,TAN,Tanami,1,Arid Shrublands and Desert
WA,9,VIB01,Keep,VIB,Victoria Bonaparte,12,North Australian Tropical Savanna Woodlands
WA,9,WAR01,Warren,WAR,Warren,18,South Western Australia Temperate Forests
WA,9,YAL01,Edel,YAL,Yalgoo,1,Arid Shrublands and Desert
WA,9,YAL02,Tallering,YAL,Yalgoo,1,Arid Shrublands and Desert
